Drug_ID,Food,Recommendation,Time,Recommendation_text
DB05467,food,Take,,Take with food. Co-administration with food increases the oral absorption of palovarotene.
DB05541,food,Take,,Take with or without food.
DB05667,alcohol,Avoid,,"Avoid excessive or chronic alcohol consumption. Concomitant alcohol consumption may result in a disulfiram-like reaction characterized by rash, flushing, peripheral edema, nausea, and headache. These symptoms typically subside within hours."
DB05667,food,Take,,"Take with or without food. In healthy subjects administered a single 600 mg oral dose of levoketoconazole, a high-fat meal increased the AUC by 30% with no change in the maximum plasma concentration but a delay to reach this value of between two and four hours. These changes are not considered clinically significant."
DB05676,food,Take,,Take with or without food.
DB05812,food,Do_not_take,1 hour before or 2 hours after,Take on an empty stomach. Take at least 1 hour before or 2 hours after eating as food may increase exposure to abiraterone by 4-fold.
DB05990,food,Take,,Take with or without food.
DB06016,alcohol,Avoid,,"Avoid excessive or chronic alcohol consumption. Given the primary central nervous system effects of cariprazine, cariprazine should be used with caution in combination with alcohol."
DB06016,food,Take,,"Take with or without food. A high-fat, high-calorie meal may delay Tmax, but food generally has no significant effect on drug exposure."
DB06077,St_Johns_Wort,Avoid,,"Avoid St John's Wort. This herb induces the CYP3A4 metabolism of lumateperone, causing a reduction in its serum concentration."
DB06077,food,Take,,Take with food. Administration with food reduces the Cmax by 33% and prolongs the Tmax by one hour.
DB06119,food,Take,,Take with or without food.
DB06152,food,Take,,Take with or without food. The absorption is unaffected by food.
DB06153,food,Take,,Take with or without food. The absorption is unaffected by food.
DB06154,food,Take,,"Take with or without food. Food delays drug absorption, but not to a significant extent."
DB06168,food,Take,,Take with or without food.
DB06201,food,Take,,Take with food. Food can increase the absorption of rufinamide.
DB06203,food,Take,,Take with or without food.
DB06204,food,Take,,"Take with or without food. Food increases absorption, but not to a clinically significant extent."
DB06207,food,Take,,Take with food. A moderate fat or calorie meal decreases drug exposure as well as the risk of adverse effects.
DB06209,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06209,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06209,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06209,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06209,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06209,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06209,food,Take,,Take with or without food.
DB06210,ions,Avoid,4 hours before or 2 hours after,"Avoid multivalent ions. Polyvalent cations in food or supplements will be chelated by eltrombopag; therefore, they should be separated by 4 hours before or 2 hours after taking eltrombopag."
DB06210,food,Do_not_take,1 hour before,Take on an empty stomach. Separate the administration of eltrombopag from food by at least 1 hour before and 2 hours after eating.
DB06212,food,Take,,Take with or without food.
DB06216,food,Take,,Take separate from meals. Do not have food or water for 10 minutes after administration.
DB06218,food,Take,,Take with or without food.
DB06228,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06228,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06228,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06228,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06228,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06228,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06228,food,Take,,Take with food. Rivaroxaban 15-20mg dose should be taken with food as food significantly impacts the bioavailability at that dose.
DB06228,food,Take,,Take with or without food. Rivaroxaban 10mg dose can be taken with or without food as it does not significantly impact the bioavailability at that dose.
DB06230,food,Take,,"Take with or without food. High-fat food increases the AUC by 30% and Cmax by 50% and delays Tmax by 30 min, but this is unlikely of clinical relevance."
DB06234,food,Take,,Take with or without food. The co-administration of food with maribavir does not significantly affect its disposition.
DB06237,food,Take,,"Take with or without food. High-fat meals slow absorption, but not to a clinically significant extent."
DB06262,food,Take,,Take with or without food. Take consistently with regard to food.
DB06268,food,Take,,Take with or without food.
DB06271,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06271,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06271,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06271,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06271,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06271,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06274,food,Take,,"Take with or without food. High-fat meals may reduce the Cmax and AUC by 38% and 21%, respectively; however, the clinical significance of this is unknown."
DB06282,alcohol,Avoid,,Avoid alcohol.
DB06282,food,Take,,Take with or without food.
DB06285,food,Take,,Take with or without food.
DB06288,food,Take,,"Take with or without food. A high fat meal does not significantly affect drug pharmacokinetics, although a carbohydrate rich meal decreases drug absorption and levels."
DB06290,food,Take,,Take with food.
DB06292,alcohol,Avoid,,Avoid excessive or chronic alcohol consumption. Binge drinking or drinking alcohol often may predispose patients to ketoacidosis.
DB06292,food,Take,,Take with or without food.
DB06294,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06294,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06294,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06294,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06294,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06294,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06335,food,Take,,Take with food. Food increases total drug exposure.
DB06401,calcium_supplement,Administer,,Administer calcium supplement. If calcium intake from food is inadequate administer calcium supplements to prevent hypocalcemia.
DB06401,vitamin_supplements,Administer,,"Administer vitamin supplements. If dietary intake of vitamin D is inadequate, then administer vitamin D supplements to avoid deficiency of vitamin D and calcium."
DB06401,,Take,same time every day,Take at the same time every day.
DB06401,food,Take,,Take with or without food. Taking bazedoxifene with food may increase its AUC by 25% but does not impact the Cmax.
DB06406,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06406,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06406,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06406,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06406,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06406,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06413,alcohol,Avoid,,Avoid alcohol.
DB06413,grapefruit_products,Exercise_caution,,"Exercise caution with grapefruit products. Armodafinil is partially metabolized by CYP3A4, and grapefruit is a CYP3A4 inhibitor."
DB06413,St_Johns_Wort,Exercise_caution,,"Exercise caution with St John's Wort. Armodafinil is partially metabolized by CYP3A4, and St John's Wort is a CYP3A4 inducer."
DB06413,food,Take,,Take with or without food. Taking armodafinil with food can delay the Tmax by 2-4 hours.
DB06414,food,Take,,Take after a meal. Take after meals. This increases the bioavailability of etravirine.
DB06441,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06441,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06441,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06441,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06441,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06441,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06448,grapefruit_products,Avoid,,Avoid grapefruit products. Co-administration with strong or moderate CYP3A inhibitors is contraindicated; avoid consuming grapefruit or Seville oranges.
DB06448,food,Take,,"Take with food. Administration with food is recommended to reduce gastrointestinal adverse reactions. However, co-administration with food does affect lonafarnib absorption."
DB06480,food,Take,,Take with or without food.
DB06589,food,Do_not_take,1 hour before,Take on an empty stomach. Separate pazopanib from meals by at least 1 hour before and 2 hours after eating as food increases pazopanib bioavailability.
DB06589,antacids,Take,,Take separate from antacids. Separate the administration of pazopanib and antacids by several hours.
DB06595,food,Take,,"Take with food. Taking midostaurin with food increases the AUC, but it also prolongs the Tmax and reduces Cmax."
DB06603,,Take,same time every day,Take at the same time every day.
DB06603,water,Take,,Take with a full glass of water.
DB06603,food,Take,,Take with or without food.
DB06605,grapefruit_products,Avoid,,Avoid grapefruit products.
DB06605,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06605,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06605,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06605,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06605,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06605,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06605,food,Take,,Take with or without food.
DB06608,food,Take,,Take with food.
DB06616,food,Take,,Take with food. Coadministration with a high-fat meal may increase the AUC of bosutinib.
DB06626,water,Take,,Take with a full glass of water.
DB06626,food,Take,,Take with or without food.
DB06635,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06635,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06635,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06635,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06635,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06635,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06636,grapefruit_products,Avoid,,Avoid grapefruit products. Grapefruit is a moderate to strong inhibitor of CYP3A4. Strong CYP3A4 inhibitors are contraindicated with isavuconazonium.
DB06636,food,Take,,Take with or without food. The bioavailability of isavuconazonium is not significantly impacted by food.
DB06637,food,Take,,"Take with or without food. High-fat meals increase drug absorption, but not to a clinically significant extent."
DB06643,calcium_supplement,Administer,,Administer calcium supplement. Calcium supplements should be used as necessary to prevent hypocalcemia.
DB06643,vitamin_supplements,Administer,,Administer vitamin supplements. Vitamin D should be administered as necessary to complement calcium in preventing hypocalcemia.
DB06654,tyramine,Avoid,,"Avoid tyramine-containing foods and supplements. Avoid foods containing high amounts of tyramine (>150mg) as these foods may cause a significant elevation in blood pressure. Tyramine-containing foods include cheese, red wine, fava beans, pickled food, cured food, and alcoholic beverages."
DB06654,,Take,same time every day,Take at the same time every day.
DB06654,food,Take,,Take with or without food.
DB06655,food,Take,,Take with or without food.
DB06679,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06679,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06679,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06679,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06679,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06679,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06684,alcohol,Avoid,,Avoid alcohol.
DB06684,St_Johns_Wort,Avoid,,Avoid St John's Wort.
DB06684,food,Take,,Take with food.
DB06691,alcohol,Avoid,,Avoid alcohol.
DB06691,food,Take,,Take with food.
DB06693,alcohol,Avoid,,Avoid alcohol.
DB06693,grapefruit_products,Avoid,,Avoid grapefruit products.
DB06695,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06695,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06695,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06695,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06695,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06695,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06695,water,Take,,Take with a full glass of water.
DB06695,food,Take,,Take with or without food.
DB06697,grapefruit_products,Avoid,,Avoid grapefruit products.
DB06697,food,Take,,Take with food. Food increases absorption.
DB06698,food,Take,,Take with food. This may reduce or prevent gastrointestinal upset.
DB06700,alcohol,Avoid,,Avoid alcohol.
DB06700,St_Johns_Wort,Avoid,,Avoid St John's Wort.
DB06700,food,Take,,Take with or without food. The absorption is unaffected by food.
DB06701,alcohol,Avoid,,Avoid alcohol. Alcohol inhibits the metabolism of dexmethylphenidate.
DB06701,food,Take,,Take with or without food.
DB06702,food,Take,,Take with or without food.
DB06703,food,Take,,Take with or without food.
DB06708,grapefruit_products,Avoid,,Avoid grapefruit products.
DB06708,food,Take,,Take with food. Food increases absorption.
DB06709,food,Take,,Take with or without food.
DB06712,food,Take,,Take with or without food.
DB06724,food,Take,,"Take with or without food. Food increases the absorption of calcium carbonate, which may be advantageous in its use as a calcium supplement."
DB06736,food,Take,,Take with or without food.
DB06756,food,Take,,Take with or without food. Oral betaine powder should be mixed with food or a beverage and then consumed.
DB06775,food,Take,before,Take before a meal. Take carglumic acid right before eating.
DB06775,water,Take,,Take with plain water. Carglumic acid tablets are dispersed in water to produce an oral suspension and should not be swallowed whole.
DB06779,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06779,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06779,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06779,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06779,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06779,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06792,food,Take,,Take with food.
DB06799,fluids,Drink,,Drink plenty of fluids.
DB06799,food,Take,,Take with food.
DB06800,food,Do_not_take,30 minutes before,Take on an empty stomach. Take methylnaltrexone at least 30 minutes before breakfast.
DB06817,food,Take,,Take with or without food.
DB06819,food,Take,,Take with food. The effect of food on phenylbutyrate’s absorption is unknown.
DB06822,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06822,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06822,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06822,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06822,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06822,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB06823,,Take,same time every day,Take at the same time every day. Take each dose at the same time every day.
DB06823,food,Do_not_take,1 hour before or 2 hours after,Take on an empty stomach. Take tiopronin at least 1 hour before or 2 hours after eating food.
DB06824,mineral_supplements,Avoid,1 hour before or 2 hours after,Avoid concomitant mineral supplements. Administer CUVRIOR at least 1 hour before or 2 hours after administration of other mineral supplements.
DB06824,,Take,2 hours before or after,Take at least 2 hours before or after iron supplements. Iron and triethylenetetramine inhibit each others absorption.
DB06824,food,Do_not_take,,"Take on an empty stomach. Take CUVRIOR one hour before or two hours after eating a meal or at least one hour of separation from other drugs, milk, or food."
DB07278,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB07278,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB07278,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB07278,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB07278,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB07278,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB07767,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB07767,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB07767,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB07767,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB07767,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB07767,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08329,food,Take,,"Take with food. Taking sulthiame with food, may reduce gastrointestinal upset."
DB08496,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08496,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08496,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08496,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08496,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08496,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08496,vitamin_K,Ensure,,Ensure consistent Vitamin K intake.
DB08794,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08794,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08794,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08794,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08794,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08794,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08813,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08813,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08813,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08813,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08813,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08813,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08814,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08814,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08814,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08814,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08814,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08814,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08815,alcohol,Avoid,,Avoid alcohol. The effects of alcohol could be made worse while taking Lurasidone.
DB08815,grapefruit_products,Avoid,,Avoid grapefruit products. Grapefruit and grapefruit juice may affect the amount of Lurasidone in your blood.
DB08815,food,Take,,Take with food. The manufacturer recommends co-administration with at least 350 calories.
DB08816,food,Take,,Take with or without food.
DB08822,food,Take,,Take with or without food. Food does not affect the bioavailability.
DB08823,food,Take,,Take with or without food.
DB08824,food,Take,,Take with or without food.
DB08826,food,Take,,Take with or without food. Food does not affect absorption.
DB08827,grapefruit_products,Avoid,,Avoid grapefruit products.
DB08827,food,Take,,Take with food. Food decreases the risk of GI side effects.
